"name","marathon","year","date","time","time_minutes","vaporfly","sex"
"MOLLY HUDDLE","New York City Marathon",2016,"2016-11-06","2:28:13",148.216666666667,FALSE,"female"
"JOYCE CHEPKIRUI","New York City Marathon",2016,"2016-11-06","2:29:08",149.133333333333,FALSE,"female"
"DIANE NUKURI","New York City Marathon",2016,"2016-11-06","2:33:04",153.066666666667,FALSE,"female"
"ASELEFECH MERGIA","New York City Marathon",2016,"2016-11-06","2:33:28",153.466666666667,FALSE,"female"
"LANNI MARCHANT","New York City Marathon",2016,"2016-11-06","2:33:50",153.833333333333,FALSE,"female"
"NEELY SPENCE GRACEY","New York City Marathon",2016,"2016-11-06","2:34:55",154.916666666667,FALSE,"female"
"SARA HALL","New York City Marathon",2016,"2016-11-06","2:36:12",156.2,FALSE,"female"
"AYANTU DAKEBO","New York City Marathon",2016,"2016-11-06","2:37:07",157.116666666667,FALSE,"female"
"ESTHER ATKINS","New York City Marathon",2016,"2016-11-06","2:37:11",157.183333333333,FALSE,"female"
"DOT MCMAHAN","New York City Marathon",2016,"2016-11-06","2:38:46",158.766666666667,FALSE,"female"
"KELLYS ARIAS","New York City Marathon",2016,"2016-11-06","2:39:14",159.233333333333,FALSE,"female"
"GWEN JORGENSEN","New York City Marathon",2016,"2016-11-06","2:41:01",161.016666666667,FALSE,"female"
"LAURA MANNINEN","New York City Marathon",2016,"2016-11-06","2:41:08",161.133333333333,FALSE,"female"
"KIM CONLEY","New York City Marathon",2016,"2016-11-06","2:41:38",161.633333333333,FALSE,"female"
"KELLY CALWAY","New York City Marathon",2016,"2016-11-06","2:42:37",162.616666666667,FALSE,"female"
"EMMA NORDLING","New York City Marathon",2016,"2016-11-06","2:45:22",165.366666666667,FALSE,"female"
"HILARY DIONNE","New York City Marathon",2016,"2016-11-06","2:45:31",165.516666666667,FALSE,"female"
"JANET BAWCOM","New York City Marathon",2016,"2016-11-06","2:48:13",168.216666666667,FALSE,"female"
"KATIE SCHIEMANN","New York City Marathon",2016,"2016-11-06","2:51:24",171.4,FALSE,"female"
"SARAH MACKAY ROBINSON","New York City Marathon",2016,"2016-11-06","2:51:50",171.833333333333,FALSE,"female"
"SHALANE FLANAGAN","New York City Marathon",2017,"2017-11-05","2:26:53",146.883333333333,TRUE,"female"
"MARY KEITANY","New York City Marathon",2017,"2017-11-05","2:27:54",147.9,FALSE,"female"
"MAMITU DASKA","New York City Marathon",2017,"2017-11-05","2:28:08",148.133333333333,TRUE,"female"
"EDNA KIPLAGAT","New York City Marathon",2017,"2017-11-05","2:29:36",149.6,TRUE,"female"
"KELLYN TAYLOR","New York City Marathon",2017,"2017-11-05","2:29:56",149.933333333333,FALSE,"female"
"DIANE NUKURI","New York City Marathon",2017,"2017-11-05","2:31:21",151.35,FALSE,"female"
"STEPHANIE BRUCE","New York City Marathon",2017,"2017-11-05","2:31:44",151.733333333333,FALSE,"female"
"BUZUNESH DEBA","New York City Marathon",2017,"2017-11-05","2:32:01",152.016666666667,FALSE,"female"
"CHRISTELLE DAUNAY","New York City Marathon",2017,"2017-11-05","2:32:09",152.15,FALSE,"female"
"ALIPHINE TULIAMUK-BOLTON","New York City Marathon",2017,"2017-11-05","2:33:18",153.3,FALSE,"female"
"SERKALEM ABRHA","New York City Marathon",2017,"2017-11-05","2:34:23",154.383333333333,FALSE,"female"
"LAURIE KNOWLES","New York City Marathon",2017,"2017-11-05","2:40:09",160.15,FALSE,"female"
"KATE PALLARDY","New York City Marathon",2017,"2017-11-05","2:44:48",164.8,FALSE,"female"
"BEVERLY RAMOS","New York City Marathon",2017,"2017-11-05","2:46:45",166.75,FALSE,"female"
"AMANDA MARINO","New York City Marathon",2017,"2017-11-05","2:49:44",169.733333333333,FALSE,"female"
"ALEXANDRA CADICAMO","New York City Marathon",2017,"2017-11-05","2:57:40",177.666666666667,FALSE,"female"
"MARY KEITANY","New York City Marathon",2018,"2018-11-04","2:22:48",142.8,FALSE,"female"
"SHALANE FLANAGAN","New York City Marathon",2018,"2018-11-04","2:26:22",146.366666666667,TRUE,"female"
"MOLLY HUDDLE","New York City Marathon",2018,"2018-11-04","2:26:44",146.733333333333,FALSE,"female"
"DESIREE LINDEN","New York City Marathon",2018,"2018-11-04","2:27:51",147.85,FALSE,"female"
"LISA WEIGHTMAN","New York City Marathon",2018,"2018-11-04","2:29:11",149.183333333333,TRUE,"female"
"MAMITU DASKA","New York City Marathon",2018,"2018-11-04","2:30:31",150.516666666667,TRUE,"female"
"STEPHANIE BRUCE","New York City Marathon",2018,"2018-11-04","2:30:59",150.983333333333,FALSE,"female"
"CARRIE DIMOFF","New York City Marathon",2018,"2018-11-04","2:31:12",151.2,TRUE,"female"
"SAMANTHA BLUSKE","New York City Marathon",2018,"2018-11-04","2:32:04",152.066666666667,TRUE,"female"
"BEVERLY RAMOS","New York City Marathon",2018,"2018-11-04","2:40:58",160.966666666667,FALSE,"female"
"KELSEY BRUCE","New York City Marathon",2018,"2018-11-04","2:46:38",166.633333333333,FALSE,"female"
"MARY KEITANY","New York City Marathon",2019,"2019-11-03","2:23:32",143.533333333333,FALSE,"female"
"DESIREE LINDEN","New York City Marathon",2019,"2019-11-03","2:26:46",146.766666666667,FALSE,"female"
"KELLYN TAYLOR","New York City Marathon",2019,"2019-11-03","2:26:52",146.866666666667,FALSE,"female"
"ALIPHINE TULIAMUK-BOLTON","New York City Marathon",2019,"2019-11-03","2:28:12",148.2,FALSE,"female"
"ALIA GRAY","New York City Marathon",2019,"2019-11-03","2:37:09",157.15,TRUE,"female"
"BIZUWORK GETAHUN","New York City Marathon",2019,"2019-11-03","2:37:38",157.633333333333,TRUE,"female"
"ABERU ZENNEBE","Ottawa Marathon",2015,"2015-05-24","2:25:29",145.483333333333,FALSE,"female"
"REBECCA CHESIR","Ottawa Marathon",2015,"2015-05-24","2:25:40",145.666666666667,FALSE,"female"
"ABEBECH AFEWORK","Ottawa Marathon",2015,"2015-05-24","2:25:52",145.866666666667,FALSE,"female"
"AGNES KIPROP","Ottawa Marathon",2015,"2015-05-24","2:26:11",146.183333333333,FALSE,"female"
"MESELECH MELKAMU","Ottawa Marathon",2015,"2015-05-24","2:26:44",146.733333333333,FALSE,"female"
"YESHI ESAYIAS","Ottawa Marathon",2015,"2015-05-24","2:27:13",147.216666666667,FALSE,"female"
"MELKAM GIZAW TOLA","Ottawa Marathon",2015,"2015-05-24","2:27:46",147.766666666667,FALSE,"female"
"ETAFERAHU TEMESGEN","Ottawa Marathon",2015,"2015-05-24","2:29:23",149.383333333333,FALSE,"female"
"FANTU ETICHA JIMMA","Ottawa Marathon",2015,"2015-05-24","2:29:44",149.733333333333,FALSE,"female"
"RACHEL HANNAH","Ottawa Marathon",2015,"2015-05-24","2:33:29",153.483333333333,FALSE,"female"
"RIKA SHINTAKU","Ottawa Marathon",2015,"2015-05-24","2:33:33",153.55,FALSE,"female"
"SERKALEM ABRHA","Ottawa Marathon",2015,"2015-05-24","2:33:40",153.666666666667,FALSE,"female"
"MULUHABT TSEGA CHEKOL","Ottawa Marathon",2015,"2015-05-24","2:36:17",156.283333333333,FALSE,"female"
"CATRIN JONES","Ottawa Marathon",2015,"2015-05-24","2:42:51",162.85,FALSE,"female"
"KOREN JELELA","Ottawa Marathon",2016,"2016-05-29","2:27:05",147.083333333333,FALSE,"female"
"ABERU MEKURIA","Ottawa Marathon",2016,"2016-05-29","2:29:50",149.833333333333,FALSE,"female"
"SECHALE DALASA","Ottawa Marathon",2016,"2016-05-29","2:32:45",152.75,FALSE,"female"
"MAKIDA ABDELA","Ottawa Marathon",2016,"2016-05-29","2:34:28",154.466666666667,FALSE,"female"
"TARAH KORIR","Ottawa Marathon",2016,"2016-05-29","2:35:45",155.75,FALSE,"female"
"ARIANA HILBORN","Ottawa Marathon",2016,"2016-05-29","2:40:31",160.516666666667,FALSE,"female"
"MAOR TIYOURI","Ottawa Marathon",2016,"2016-05-29","2:42:21",162.35,FALSE,"female"
"MARY JOY TABAL","Ottawa Marathon",2016,"2016-05-29","2:43:30",163.5,FALSE,"female"
"NEASA COLL","Ottawa Marathon",2016,"2016-05-29","2:46:15",166.25,FALSE,"female"
"GUTENI IMANA","Ottawa Marathon",2017,"2017-05-28","2:30:17",150.283333333333,FALSE,"female"
"ABERU MEKURIA","Ottawa Marathon",2017,"2017-05-28","2:33:45",153.75,FALSE,"female"
"DAYNA PIDHORESKY","Ottawa Marathon",2017,"2017-05-28","2:36:07",156.116666666667,FALSE,"female"
"KOREN JELELA","Ottawa Marathon",2017,"2017-05-28","2:39:23",159.383333333333,FALSE,"female"
"KATHERINE LORENA VELASQUEZ CAIZA","Ottawa Marathon",2017,"2017-05-28","2:48:19",168.316666666667,FALSE,"female"
"SARA HALL","Ottawa Marathon",2018,"2018-05-27","2:26:19",146.316666666667,FALSE,"female"
"ABERU MEKURIA","Ottawa Marathon",2018,"2018-05-27","2:35:04",155.066666666667,FALSE,"female"
"ETAFERAHU TEMESGEN","Ottawa Marathon",2019,"2019-05-26","2:28:43",148.716666666667,NA,"female"
"DAYNA PIDHORESKY","Ottawa Marathon",2019,"2019-05-26","2:37:18",157.3,TRUE,"female"
"KRISTA DUCHENE","Ottawa Marathon",2019,"2019-05-26","2:38:45",158.75,FALSE,"female"
"RACHEL HANNAH","Ottawa Marathon",2019,"2019-05-26","2:41:30",161.5,FALSE,"female"
"YELENA NANAZIASHVILI","Ottawa Marathon",2019,"2019-05-26","2:48:31",168.516666666667,NA,"female"
"MARY JOY TABAL","Ottawa Marathon",2019,"2019-05-26","2:49:56",169.933333333333,FALSE,"female"
"GISELA OLALDE GRANADOS","Philadelphia Marathon",2015,"2015-11-22","2:40:05",160.083333333333,FALSE,"female"
"MARGARET VIDO","Philadelphia Marathon",2015,"2015-11-22","2:44:40",164.666666666667,FALSE,"female"
"HIRUT GUANGUL","Philadelphia Marathon",2015,"2015-11-22","2:47:10",167.166666666667,FALSE,"female"
"RACHEL COOGAN","Philadelphia Marathon",2015,"2015-11-22","2:51:45",171.75,FALSE,"female"
"TAYLOR WARD","Philadelphia Marathon",2016,"2016-11-20","2:36:25",156.416666666667,FALSE,"female"
"SERKALEM ABRHA","Philadelphia Marathon",2016,"2016-11-20","2:37:53",157.883333333333,FALSE,"female"
"VERA NUNES","Philadelphia Marathon",2016,"2016-11-20","2:39:03",159.05,FALSE,"female"
"MADELINE DUHON","Philadelphia Marathon",2016,"2016-11-20","2:40:29",160.483333333333,FALSE,"female"
"AMANDA MARINO","Philadelphia Marathon",2016,"2016-11-20","2:43:31",163.516666666667,FALSE,"female"
"RACHEL COOGAN","Philadelphia Marathon",2016,"2016-11-20","2:44:52",164.866666666667,FALSE,"female"
"MARY AKOR BEASLEY","Philadelphia Marathon",2016,"2016-11-20","2:44:52",164.866666666667,FALSE,"female"
"MARGARET VIDO","Philadelphia Marathon",2016,"2016-11-20","2:44:56",164.933333333333,FALSE,"female"
"SARAH KIPTOO","Philadelphia Marathon",2017,"2017-11-19","2:38:14",158.233333333333,FALSE,"female"
"HILARY DIONNE","Philadelphia Marathon",2017,"2017-11-19","2:43:36",163.6,FALSE,"female"
"RACHEL COOGAN","Philadelphia Marathon",2017,"2017-11-19","2:54:26",174.433333333333,FALSE,"female"
"SERKALEM ABRHA","Philadelphia Marathon",2018,"2018-11-18","2:32:53",152.883333333333,TRUE,"female"
"ANNA WEBER","Philadelphia Marathon",2018,"2018-11-18","2:40:12",160.2,FALSE,"female"
"SARAH KIPTOO","Philadelphia Marathon",2018,"2018-11-18","2:42:42",162.7,FALSE,"female"
"MARGARET VIDO","Philadelphia Marathon",2018,"2018-11-18","2:42:50",162.833333333333,FALSE,"female"
"ALEXANDRA BERNARDI","Philadelphia Marathon",2018,"2018-11-18","2:43:43",163.716666666667,FALSE,"female"
"KAITLIN SHEEDY","Philadelphia Marathon",2019,"2019-11-24","2:48:20",168.333333333333,TRUE,"female"
"RACHEL HYLAND","Philadelphia Marathon",2019,"2019-11-24","3:02:22",182.366666666667,FALSE,"female"
"CATRIN JONES","Phoenix Marathon",2015,"2015-02-28","2:44:58",164.966666666667,FALSE,"female"
"AILSA MACDONALD","Phoenix Marathon",2015,"2015-02-28","2:51:48",171.8,FALSE,"female"
"POLINA CARLSON","Phoenix Marathon",2017,"2017-02-25","2:39:26",159.433333333333,NA,"female"
"JANET BAWCOM","Phoenix Marathon",2019,"2019-02-09","2:42:18",162.3,TRUE,"female"
"HIRUT GUANGUL","Richmond Marathon",2015,"2015-11-14","2:42:13",162.216666666667,FALSE,"female"
"LOICE KANGOGO","Richmond Marathon",2015,"2015-11-14","2:48:01",168.016666666667,FALSE,"female"
"BIZUWORK GETAHUN","Richmond Marathon",2016,"2016-11-12","2:37:51",157.85,FALSE,"female"
"SUSANNA SULLIVAN","Richmond Marathon",2016,"2016-11-12","2:42:34",162.566666666667,FALSE,"female"
"LOICE KANGOGO","Richmond Marathon",2016,"2016-11-12","2:48:47",168.783333333333,FALSE,"female"
"AYANTU DAKEBO","Richmond Marathon",2019,"2019-11-16","2:36:19",156.316666666667,TRUE,"female"
"BIZUWORK GETAHUN","Richmond Marathon",2019,"2019-11-16","2:36:30",156.5,TRUE,"female"
"SUSANNA SULLIVAN","Richmond Marathon",2019,"2019-11-16","2:43:31",163.516666666667,TRUE,"female"
"SHURE DEMISE","Toronto Waterfront Marathon",2015,"2015-10-18","2:23:37",143.616666666667,FALSE,"female"
"SHARON CHEROP","Toronto Waterfront Marathon",2015,"2015-10-18","2:24:16",144.266666666667,FALSE,"female"
"FATUMA SADO","Toronto Waterfront Marathon",2015,"2015-10-18","2:24:16",144.266666666667,FALSE,"female"
"MONICA JEPKOECH","Toronto Waterfront Marathon",2015,"2015-10-18","2:27:26",147.433333333333,FALSE,"female"
"LANNI MARCHANT","Toronto Waterfront Marathon",2015,"2015-10-18","2:28:09",148.15,FALSE,"female"
"ATSEDE HABTAMU","Toronto Waterfront Marathon",2015,"2015-10-18","2:29:40",149.666666666667,FALSE,"female"
"KELLYS ARIAS","Toronto Waterfront Marathon",2015,"2015-10-18","2:32:32",152.533333333333,FALSE,"female"
"LESLIE SEXTON","Toronto Waterfront Marathon",2015,"2015-10-18","2:33:23",153.383333333333,FALSE,"female"
"JOVANA DE LA CRUZ CAPANI","Toronto Waterfront Marathon",2015,"2015-10-18","2:35:05",155.083333333333,FALSE,"female"
"JENNY SPINK","Toronto Waterfront Marathon",2015,"2015-10-18","2:36:00",156,FALSE,"female"
"NATASHA LABEAUD","Toronto Waterfront Marathon",2015,"2015-10-18","2:37:11",157.183333333333,FALSE,"female"
"RHIANNON JOHNS","Toronto Waterfront Marathon",2015,"2015-10-18","2:38:32",158.533333333333,FALSE,"female"
"TRACY BARLOW","Toronto Waterfront Marathon",2015,"2015-10-18","2:38:52",158.866666666667,FALSE,"female"
"TARAH KORIR","Toronto Waterfront Marathon",2015,"2015-10-18","2:49:59",169.983333333333,FALSE,"female"
"SHURE DEMISE","Toronto Waterfront Marathon",2016,"2016-10-16","2:25:15",145.25,FALSE,"female"
"TADELECH BEKELE","Toronto Waterfront Marathon",2016,"2016-10-16","2:26:28",146.466666666667,FALSE,"female"
"REBECCA CHESIR","Toronto Waterfront Marathon",2016,"2016-10-16","2:28:52",148.866666666667,FALSE,"female"
"ASHETE BEKERE","Toronto Waterfront Marathon",2016,"2016-10-16","2:33:15",153.25,FALSE,"female"
"KRISTA DUCHENE","Toronto Waterfront Marathon",2016,"2016-10-16","2:33:59",153.983333333333,FALSE,"female"
"RACHEL HANNAH","Toronto Waterfront Marathon",2016,"2016-10-16","2:34:34",154.566666666667,FALSE,"female"
"FATUMA SADO","Toronto Waterfront Marathon",2016,"2016-10-16","2:37:52",157.866666666667,FALSE,"female"
"DAYNA PIDHORESKY","Toronto Waterfront Marathon",2016,"2016-10-16","2:40:38",160.633333333333,FALSE,"female"
"NEASA COLL","Toronto Waterfront Marathon",2016,"2016-10-16","2:41:05",161.083333333333,FALSE,"female"
"FATUMA SADO","Toronto Waterfront Marathon",2017,"2017-10-22","2:32:05",152.083333333333,FALSE,"female"
"LESLIE SEXTON","Toronto Waterfront Marathon",2017,"2017-10-22","2:35:43",155.716666666667,FALSE,"female"
"CATHERINE WATKINS","Toronto Waterfront Marathon",2017,"2017-10-22","2:49:27",169.45,FALSE,"female"
"AMANE BERISO","Toronto Waterfront Marathon",2018,"2018-10-21","2:28:56",148.933333333333,NA,"female"
"LESLIE SEXTON","Toronto Waterfront Marathon",2018,"2018-10-21","2:36:03",156.05,FALSE,"female"
"KRISTA DUCHENE","Toronto Waterfront Marathon",2018,"2018-10-21","2:36:46",156.766666666667,FALSE,"female"
"RACHEL HANNAH","Toronto Waterfront Marathon",2018,"2018-10-21","2:37:09",157.15,FALSE,"female"
"JULIA BUDNIAK","Toronto Waterfront Marathon",2018,"2018-10-21","2:39:10",159.166666666667,FALSE,"female"
"ETAFERAHU TEMESGEN","Toronto Waterfront Marathon",2019,"2019-10-20","2:27:21",147.35,NA,"female"
"DAYNA PIDHORESKY","Toronto Waterfront Marathon",2019,"2019-10-20","2:29:03",149.05,TRUE,"female"
"REBECCA (BECKY) WADE","Toronto Waterfront Marathon",2019,"2019-10-20","2:33:03",153.05,TRUE,"female"
"TARAH KORIR","Toronto Waterfront Marathon",2019,"2019-10-20","2:42:05",162.083333333333,TRUE,"female"
"MELISSA HARDESTY","Toronto Waterfront Marathon",2019,"2019-10-20","2:44:10",164.166666666667,FALSE,"female"
"MARITZA ARENAS","Toronto Waterfront Marathon",2019,"2019-10-20","2:52:59",172.983333333333,FALSE,"female"
"ABRAHA SERKELAM BISET","Twin Cities Marathon",2015,"2015-10-04","2:31:39",151.65,FALSE,"female"
"JANE KIBII","Twin Cities Marathon",2015,"2015-10-04","2:31:44",151.733333333333,FALSE,"female"
"ABNET YESHANBEL SIMEGEN","Twin Cities Marathon",2015,"2015-10-04","2:32:43",152.716666666667,FALSE,"female"
"SARAH KIPTOO","Twin Cities Marathon",2015,"2015-10-04","2:35:25",155.416666666667,FALSE,"female"
"OBSIE BIRRU","Twin Cities Marathon",2015,"2015-10-04","2:36:53",156.883333333333,FALSE,"female"
"ANNA WEBER","Twin Cities Marathon",2015,"2015-10-04","2:38:39",158.65,FALSE,"female"
"ELIZABETH NORTHERN","Twin Cities Marathon",2015,"2015-10-04","2:40:47",160.783333333333,FALSE,"female"
"AMBER WHITE","Twin Cities Marathon",2015,"2015-10-04","2:42:09",162.15,FALSE,"female"
"HANNAH SCHAEFFER","Twin Cities Marathon",2015,"2015-10-04","2:42:15",162.25,FALSE,"female"
"CYNTHIA JEROP","Twin Cities Marathon",2015,"2015-10-04","2:44:58",164.966666666667,FALSE,"female"
"JANE KIBII","Twin Cities Marathon",2016,"2016-10-09","2:30:01",150.016666666667,FALSE,"female"
"SARAH KIPTOO","Twin Cities Marathon",2016,"2016-10-09","2:32:18",152.3,FALSE,"female"
"SERKALEM ABRHA","Twin Cities Marathon",2016,"2016-10-09","2:34:58",154.966666666667,FALSE,"female"
"AYANTU DAKEBO","Twin Cities Marathon",2016,"2016-10-09","2:37:22",157.366666666667,FALSE,"female"
"OBSIE BIRRU","Twin Cities Marathon",2016,"2016-10-09","2:39:03",159.05,FALSE,"female"
"JENELLE DEATHERAGE","Twin Cities Marathon",2016,"2016-10-09","2:44:37",164.616666666667,FALSE,"female"
"JANE KIBII","Twin Cities Marathon",2017,"2017-10-01","2:30:25",150.416666666667,FALSE,"female"
"SERKALEM ABRHA","Twin Cities Marathon",2017,"2017-10-01","2:32:35",152.583333333333,FALSE,"female"
"SARAH KIPTOO","Twin Cities Marathon",2017,"2017-10-01","2:38:00",158,FALSE,"female"
"KATIE SCHIEMANN","Twin Cities Marathon",2017,"2017-10-01","2:49:56",169.933333333333,FALSE,"female"
"KELBY LAUGHNER","Twin Cities Marathon",2017,"2017-10-01","3:09:09",189.15,NA,"female"
"SERKALEM ABRHA","Twin Cities Marathon",2018,"2018-10-07","2:33:10",153.166666666667,TRUE,"female"
"SARAH KIPTOO","Twin Cities Marathon",2018,"2018-10-07","2:33:15",153.25,FALSE,"female"
"SIMEGN ABNET","Twin Cities Marathon",2018,"2018-10-07","2:38:16",158.266666666667,FALSE,"female"
"JANE KIBII","Twin Cities Marathon",2018,"2018-10-07","2:39:00",159,FALSE,"female"
"HEATHER LIEBERG","Twin Cities Marathon",2018,"2018-10-07","2:42:04",162.066666666667,FALSE,"female"
"HEATHER LIEBERG","Twin Cities Marathon",2019,"2019-10-06","2:34:07",154.116666666667,TRUE,"female"
"OBSIE BIRRU","Twin Cities Marathon",2019,"2019-10-06","2:35:50",155.833333333333,FALSE,"female"
"KIMI REED","Twin Cities Marathon",2019,"2019-10-06","2:38:46",158.766666666667,FALSE,"female"
"LIOUDMILA KORTCHAGUINA","Vancouver Intl Marathon",2015,"2015-05-03","2:37:37",157.616666666667,FALSE,"female"
"HIRUT GUANGUL","Vancouver Intl Marathon",2015,"2015-05-03","2:41:25",161.416666666667,FALSE,"female"
"HIRUT GUANGUL","Vancouver Intl Marathon",2016,"2016-05-01","2:39:52",159.866666666667,FALSE,"female"
"ALLISON MACSAS","Vancouver Intl Marathon",2016,"2016-05-01","2:42:07",162.116666666667,FALSE,"female"
"CATRIN JONES","Vancouver Intl Marathon",2016,"2016-05-01","2:54:10",174.166666666667,FALSE,"female"
"ALLISON MACSAS","Vancouver Intl Marathon",2017,"2017-05-07","2:39:42",159.7,NA,"female"
"LIOUDMILA KORTCHAGUINA","Vancouver Intl Marathon",2017,"2017-05-07","2:41:24",161.4,NA,"female"
"NEASA COLL","Vancouver Intl Marathon",2017,"2017-05-07","2:46:45",166.75,NA,"female"
"AILSA MACDONALD","Vancouver Intl Marathon",2017,"2017-05-07","2:49:15",169.25,NA,"female"
"CATRIN JONES","Vancouver Intl Marathon",2018,"2018-05-06","2:50:45",170.75,FALSE,"female"
"CATRIN JONES","Vancouver Intl Marathon",2019,"2019-05-05","2:52:51",172.85,FALSE,"female"
"LEAH FROST","Vermont City Marathon",2015,"2015-05-24","2:54:31",174.516666666667,FALSE,"female"
"MADELINE DUHON","Vermont City Marathon",2016,"2016-05-29","2:50:07",170.116666666667,FALSE,"female"
"LEAH FROST","Vermont City Marathon",2016,"2016-05-29","2:57:52",177.866666666667,FALSE,"female"
"MELISSA JOHNSON-WHITE","Wineglass Marathon",2017,"2017-10-01","3:59:14",239.233333333333,NA,"female"
"LAURA HAGLEY","Wineglass Marathon",2019,"2019-10-06","2:44:09",164.15,FALSE,"female"
"MELISSA JOHNSON-WHITE","Wineglass Marathon",2019,"2019-10-06","3:53:20",233.333333333333,NA,"female"
"AMY CRAGG","Women's Olympic Trials Marathon",2016,"2016-02-13","2:28:20",148.333333333333,TRUE,"female"
"DESIREE LINDEN","Women's Olympic Trials Marathon",2016,"2016-02-13","2:28:54",148.9,FALSE,"female"
"SHALANE FLANAGAN","Women's Olympic Trials Marathon",2016,"2016-02-13","2:29:19",149.316666666667,TRUE,"female"
"KARA GOUCHER","Women's Olympic Trials Marathon",2016,"2016-02-13","2:30:24",150.4,FALSE,"female"
"JANET BAWCOM","Women's Olympic Trials Marathon",2016,"2016-02-13","2:31:14",151.233333333333,FALSE,"female"
"KELLYN TAYLOR","Women's Olympic Trials Marathon",2016,"2016-02-13","2:32:50",152.833333333333,FALSE,"female"
"MAEGAN KRIFCHIN","Women's Olympic Trials Marathon",2016,"2016-02-13","2:33:28",153.466666666667,FALSE,"female"
"SERENA BURLA","Women's Olympic Trials Marathon",2016,"2016-02-13","2:34:22",154.366666666667,FALSE,"female"
"KATJA GOLDRING","Women's Olympic Trials Marathon",2016,"2016-02-13","2:35:21",155.35,FALSE,"female"
"ALIA GRAY","Women's Olympic Trials Marathon",2016,"2016-02-13","2:35:47",155.783333333333,FALSE,"female"
"ESTHER ATKINS","Women's Olympic Trials Marathon",2016,"2016-02-13","2:37:56",157.933333333333,FALSE,"female"
"ADRIANA NELSON","Women's Olympic Trials Marathon",2016,"2016-02-13","2:38:56",158.933333333333,FALSE,"female"
"LENORE MORENO","Women's Olympic Trials Marathon",2016,"2016-02-13","2:39:38",159.633333333333,FALSE,"female"
"LINDSAY FLANAGAN","Women's Olympic Trials Marathon",2016,"2016-02-13","2:39:42",159.7,FALSE,"female"
"MELISSA JOHNSON-WHITE","Women's Olympic Trials Marathon",2016,"2016-02-13","2:39:57",159.95,FALSE,"female"
"HEATHER LIEBERG","Women's Olympic Trials Marathon",2016,"2016-02-13","2:40:36",160.6,FALSE,"female"
"WENDY THOMAS","Women's Olympic Trials Marathon",2016,"2016-02-13","2:40:39",160.65,FALSE,"female"
"ERIN OSMENT","Women's Olympic Trials Marathon",2016,"2016-02-13","2:40:42",160.7,FALSE,"female"
"ERIN VERGARA","Women's Olympic Trials Marathon",2016,"2016-02-13","2:41:10",161.166666666667,FALSE,"female"
"SUSANNA SULLIVAN","Women's Olympic Trials Marathon",2016,"2016-02-13","2:41:18",161.3,FALSE,"female"
"KATIE DICAMILLO","Women's Olympic Trials Marathon",2016,"2016-02-13","2:42:01",162.016666666667,FALSE,"female"
"ALLISON MACSAS","Women's Olympic Trials Marathon",2016,"2016-02-13","2:42:36",162.6,FALSE,"female"
"CYNTHIA FOWLER","Women's Olympic Trials Marathon",2016,"2016-02-13","2:42:41",162.683333333333,FALSE,"female"
"KEELY MAGUIRE","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:06",163.1,FALSE,"female"
"LAURA HAGLEY","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:11",163.183333333333,FALSE,"female"
"CAITLIN COMFORT","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:31",163.516666666667,FALSE,"female"
"KRISTEN HECKERT","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:39",163.65,FALSE,"female"
"KATIE KELLNER","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:41",163.683333333333,FALSE,"female"
"ELLIE HESS","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:46",163.766666666667,FALSE,"female"
"WHITNEY BEVINS","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:52",163.866666666667,FALSE,"female"
"GINA SLABY","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:53",163.883333333333,FALSE,"female"
"LAUREN PHILBROOK","Women's Olympic Trials Marathon",2016,"2016-02-13","2:43:58",163.966666666667,FALSE,"female"
"ANITA PEREZ","Women's Olympic Trials Marathon",2016,"2016-02-13","2:44:16",164.266666666667,FALSE,"female"
"BRIANNE NELSON","Women's Olympic Trials Marathon",2016,"2016-02-13","2:44:19",164.316666666667,FALSE,"female"
"DOT MCMAHAN","Women's Olympic Trials Marathon",2016,"2016-02-13","2:44:19",164.316666666667,FALSE,"female"
"LAUREN JIMISON","Women's Olympic Trials Marathon",2016,"2016-02-13","2:44:30",164.5,FALSE,"female"
"HILARY DIONNE","Women's Olympic Trials Marathon",2016,"2016-02-13","2:44:44",164.733333333333,FALSE,"female"
"TERESA MCWALTERS","Women's Olympic Trials Marathon",2016,"2016-02-13","2:44:54",164.9,FALSE,"female"
"EMMA POLLEY","Women's Olympic Trials Marathon",2016,"2016-02-13","2:44:56",164.933333333333,FALSE,"female"
"CARRIE DIMOFF","Women's Olympic Trials Marathon",2016,"2016-02-13","2:44:58",164.966666666667,FALSE,"female"
"MADELINE DUHON","Women's Olympic Trials Marathon",2016,"2016-02-13","2:45:20",165.333333333333,FALSE,"female"
"RACHEL HYLAND","Women's Olympic Trials Marathon",2016,"2016-02-13","2:46:21",166.35,FALSE,"female"
"RACHEL JATEN","Women's Olympic Trials Marathon",2016,"2016-02-13","2:46:28",166.466666666667,FALSE,"female"
